293.617 0.00000114
294.617 0.00000280
295.617 0.00000532
296.617 0.00000891
297.617 0.00001340
298.617 0.00002383
299.617 0.00003701
300.617 0.00005513
301.617 0.00007862
302.617 0.00010625
303.617 0.00019980
304.617 0.00031476
305.617 0.00045889
306.617 0.00063433
307.617 0.00083626
308.617 0.00130974
309.617 0.00187213
310.617 0.00254184
311.617 0.00332280
312.617 0.00419865
313.617 0.00551617
314.617 0.00699113
315.617 0.00882471
316.617 0.01078937
317.617 0.01277594
318.617 0.01496682
319.617 0.01729276
320.617 0.01969938
321.617 0.02213041
322.617 0.02459461
323.617 0.02682156
324.617 0.02910265
325.617 0.03139584
326.617 0.03365113
327.617 0.03598948
328.617 0.03804814
329.617 0.04011338
330.617 0.04219236
331.617 0.04430544
332.617 0.04640571
333.617 0.04851104
334.617 0.05060801
335.617 0.05271151
336.617 0.05472771
337.617 0.05669444
338.617 0.05825116
339.617 0.05982416
340.617 0.06132762
341.617 0.06279035
342.617 0.06426082
343.617 0.06554988
344.617 0.06684899
345.617 0.06847414
346.617 0.07031667
347.617 0.07218286
348.617 0.07398930
349.617 0.07581756
350.617 0.07738855
351.617 0.07879980
352.617 0.08020860
353.617 0.08125613
354.617 0.08231041
355.617 0.08337147
356.617 0.08443948
357.617 0.08551263
358.617 0.08647793
359.617 0.08744902
360.617 0.08841137
361.617 0.08937030
362.617 0.09034257
363.617 0.09145782
364.617 0.09258022
365.617 0.09370968
366.617 0.09484623
367.617 0.09594263
368.617 0.09614733
369.617 0.09634783
370.617 0.09645101
371.617 0.09649302
372.617 0.09642425
373.617 0.09484045
374.617 0.09324017
375.617 0.09162325
376.617 0.08998980
377.617 0.08824187
378.617 0.08447253
379.617 0.08066994
380.617 0.07686758
381.617 0.07304805
382.617 0.06898055
383.617 0.06265782
384.617 0.05627491
385.617 0.04983203
386.617 0.04332935
387.617 0.03691436
388.617 0.03251193
389.617 0.02806954
390.617 0.02360415
391.617 0.01910078
392.617 0.01477744
393.617 0.01257107
394.617 0.01034010
395.617 0.00808457
396.617 0.00580448
397.617 0.00363268
398.617 0.00304552
399.617 0.00245200
400.617 0.00185048
401.617 0.00124302
402.617 0.00069208
403.617 0.00060090
404.617 0.00050903
405.617 0.00041647
406.617 0.00032321
407.617 0.00023733
408.617 0.00022645
409.617 0.00021549
410.617 0.00020435
411.617 0.00019309
412.617 0.00017851
413.617 0.00014202
414.617 0.00010531
415.617 0.00006838
416.617 0.00003124
